Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Price,Price Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg %
HINDALCO,6.42,979.0,989.3,977.5,985.9,12,1.23,0.52,1.72,298.0,0.4,0.01,1.28,-99.0,-0.75,41.0,0.4,140,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDPETRO,5.77,392.0,392.95,390.55,390.75,0.1,0.03,-0.15,-0.55,18.0,0.08,-0.01,-1.25,40.0,0.89,-2.0,-0.06,-42,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDUNILVR,3.69,2118.8,2122.8,2111.0,2117.0,1.1,0.05,0.25,1.42,23.0,0.05,0.01,1.75,47.0,0.13,110.0,0.55,63,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDZINC,5.64,541.95,543.1,539.05,540.65,1.55,0.29,-0.26,-0.98,2.0,0.01,0.0,0.0,-14.0,-0.15,1.0,0.02,15,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYUNDAI,7.68,2090.8,2164.0,2075.1,2137.3,126.9,6.31,3.75,12.45,519.0,3.52,-0.06,-6.67,762.0,16.88,345.0,8.48,-417,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIBANK,3.65,1431.8,1437.5,1430.9,1436.7,8.2,0.57,-0.15,-0.85,182.0,0.12,0.01,1.49,-264.0,-1.03,31.0,0.18,295,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIGI,5.04,1637.1,1645.5,1637.1,1644.9,-1.9,-0.12,0.17,0.71,-3.0,-0.02,0.0,0.0,17.0,0.48,3.0,0.1,-14,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIPRULI,5.33,509.85,513.35,509.85,513.3,1.45,0.28,-1.01,-4.06,7.0,0.03,0.0,0.0,-6.0,-0.21,-4.0,-0.2,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEA,7.97,13.04,13.05,12.99,13.03,0.08,0.62,0.5,1.33,12.0,0.01,0.0,0.0,-11.0,-0.08,2.0,0.02,13,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDFCFIRSTB,5.45,85.08,85.29,84.79,85.26,0.5,0.59,0.13,0.5,59.0,0.16,0.0,0.0,-6.0,-0.05,3.0,0.04,9,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX,6.32,132.14,132.59,132.0,132.59,0.37,0.28,0.02,0.07,6.0,0.04,-0.01,-1.3,6.0,0.13,-3.0,-0.08,-9,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDHOTEL,4.59,753.0,753.95,750.15,752.85,1.55,0.21,0.23,1.07,32.0,0.15,0.0,0.0,14.0,0.35,6.0,0.24,-8,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANB,6.26,836.15,837.5,832.65,835.1,3.45,0.41,1.28,4.56,-8.0,-0.06,0.0,0.0,-12.0,-0.4,-9.0,-0.31,3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIGO,5.1,5265.0,5291.5,5261.0,5278.5,35,0.67,-1.09,-4.34,12.0,0.03,-0.02,-2.63,51.0,0.39,-109.0,-1.11,-160,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSINDBK,5.34,1018.75,1019.95,1010.85,1011.05,-2.85,-0.28,0.47,1.89,8.0,0.02,0.0,0.0,8.0,0.09,2.0,0.03,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTOWER,4.59,395.05,395.05,392.7,393.8,-1.35,-0.34,0.37,1.77,-9.0,-0.02,0.0,0.0,33.0,0.29,-17.0,-0.29,-50,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFY,6.45,1115.0,1122.6,1109.3,1119.0,-37.5,-3.24,1.39,4.65,1482.0,0.67,-0.02,-1.98,349.0,0.52,-1464.0,-2.13,-1813,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOXWIND,9.17,75.75,76.24,75.75,75.86,0.57,0.76,0.84,1.96,7.0,0.04,0.0,0.0,-5.0,-0.1,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC,5.39,139.06,139.49,139.0,139.3,0.16,0.11,0.14,0.55,2.0,0.01,0.0,0.0,18.0,0.28,6.0,0.1,-12,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDA,7.41,116.5,117.71,116.5,117.22,0.36,0.31,1.92,5.51,5.0,0.03,0.0,0.0,6.0,0.13,-17.0,-0.35,-23,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRFC,5.55,89.31,89.33,88.55,88.65,-0.06,-0.07,-0.34,-1.26,58.0,0.37,-0.01,-1.56,71.0,0.59,1.0,0.01,-70,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC,4.66,286.0,286.65,285.4,285.45,-0.75,-0.26,0.9,4.21,12.0,0.01,0.0,0.0,87.0,0.23,24.0,0.09,-63,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,4.97,1107.7,1112.0,1103.9,1110.9,12.9,1.17,0.35,1.51,-5.0,-0.02,0.02,2.38,-100.0,-1.85,-14.0,-0.31,86,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIOFIN,5.78,249.0,249.7,248.33,248.7,0.96,0.39,0.08,0.29,56.0,0.08,0.0,0.0,-9.0,-0.03,-11.0,-0.07,-2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,5.24,545.2,548.4,545.2,548.4,1.55,0.28,0.91,3.74,10.0,0.04,0.0,0.0,0.0,0.0,9.0,0.21,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,4.8,1287.9,1287.9,1281.8,1281.8,4.5,0.35,-0.73,-3.32,13.0,0.02,0.01,1.39,-20.0,-0.46,4.0,0.13,24,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD,6.74,439.5,439.6,438.0,438.4,-2,-0.45,-0.35,-1.1,13.0,0.09,0.0,0.0,7.0,0.19,6.0,0.17,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALYANKJIL,12.02,634.6,639.0,629.1,638.65,1.65,0.26,2.19,3.93,67.0,0.36,-0.01,-0.83,44.0,0.36,2.0,0.01,-42,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAYNES,11.65,3644.9,3693.4,3635.0,3680.0,44.2,1.22,3.88,7.24,-18.0,-0.07,0.0,0.0,16.0,0.18,44.0,0.83,28,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEI,9.01,4838.5,4918.0,4834.5,4907.0,92,1.91,1.21,3.34,13.0,0.11,0.06,9.68,-107.0,-6.83,7.0,0.72,114,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,7.2,937.0,937.0,926.0,935.4,8.55,0.92,0.39,1.12,18.0,0.28,0.0,0.0,1.0,0.02,6.0,0.24,5,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,4.01,391.35,392.8,391.25,391.4,0.75,0.19,0.19,1,-7.0,-0.01,0.0,0.0,-23.0,-0.16,-5.0,-0.05,18,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,7.66,580.0,580.35,575.1,575.65,-8.75,-1.5,1.05,2.96,46.0,0.25,0.0,0.0,152.0,0.69,63.0,0.48,-89,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,5.53,1790.0,1797.0,1788.6,1792.0,7.4,0.41,0.64,2.45,46.0,0.24,0.0,0.0,-12.0,-0.1,32.0,0.32,44,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,5.3,534.4,536.6,517.4,518.45,-13.9,-2.61,-2.48,-8.74,596.0,2.41,-0.07,-7.78,471.0,7.8,-30.0,-0.56,-501,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICI,5.43,419.6,419.6,418.55,419.0,1.35,0.32,-0.42,-1.59,0.0,0.0,0.0,0.0,9.0,0.11,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,8.37,1220.0,1225.6,1207.0,1220.4,-6.9,-0.56,1.99,5.39,-2.0,-0.01,0.0,0.0,5.0,0.07,19.0,0.41,14,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,4.04,3969.0,3979.3,3963.1,3972.1,21.1,0.53,0.56,2.95,45.0,0.07,0.0,0.0,-210.0,-0.64,-7.0,-0.03,203,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,6.99,308.0,311.4,308.0,309.8,3.9,1.27,0.08,0.24,13.0,0.06,0.0,0.0,-39.0,-0.61,4.0,0.08,43,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTM,7.09,4384.0,4384.0,4300.3,4347.0,-110.4,-2.48,0.56,1.71,60.0,0.33,0.03,4.05,-11.0,-0.24,127.0,3.76,138,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,5.96,2440.0,2451.6,2431.1,2431.1,-3.7,-0.15,1.23,4.54,20.0,0.15,-0.01,-1.47,41.0,0.85,-12.0,-0.37,-53,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,4.95,3364.0,3367.0,3249.8,3343.1,45.7,1.39,0.58,2.46,834.0,1.23,-0.02,-2.5,292.0,1.22,-59.0,-0.31,-351,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,8.55,371.7,374.05,371.5,372.55,3.6,0.98,0.23,0.6,56.0,0.32,0.0,0.0,29.0,0.97,5.0,0.26,-24,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,6.19,2620.2,2620.3,2487.0,2491.9,-95.9,-3.71,-2.67,-8.3,260.0,2.27,-0.05,-7.81,47.0,1.16,-152.0,-5.92,-199,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICO,5.56,888.1,891.4,884.2,885.9,-2.2,-0.25,0.09,0.35,8.0,0.07,0.0,0.0,18.0,0.56,2.0,0.09,-16,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARUTI,5.58,14100.0,14235.0,14060.0,14172.0,102,0.72,0.62,2.34,414.0,0.99,0.02,2.63,-96.0,-0.47,152.0,0.97,248,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXHEALTH,6.05,1129.0,1134.8,1129.0,1133.0,3.6,0.32,-0.01,-0.04,0.0,0.0,0.0,0.0,-9.0,-0.3,-7.0,-0.32,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZDOCK,7.21,2349.0,2349.0,2320.0,2328.0,13,0.56,-0.57,-1.59,324.0,1.43,-0.07,-9.72,741.0,10.92,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCX,8.14,2680.0,2711.9,2680.0,2694.0,6.9,0.26,0.6,1.56,72.0,0.23,0.0,0.0,54.0,0.39,95.0,0.77,41,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,6.44,1510.3,1523.7,1510.3,1518.0,3.1,0.2,-0.31,-1,0.0,0.0,0.0,0.0,4.0,0.26,-1.0,-0.11,-5,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCPNIFTY,2.98,14721.1,14754.15,14710.1,14720.65,15.45,0.11,-0.08,-0.56,15.0,0.1,0.0,0.0,425.0,1.54,159.0,0.58,-266,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,7.28,147.98,148.5,146.61,148.2,1.07,0.73,-0.55,-1.6,10.0,0.05,0.0,0.0,-6.0,-0.13,15.0,0.47,21,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,6.62,846.95,852.7,843.95,851.9,10.45,1.24,1.07,3.51,-20.0,-0.22,0.01,1.61,-36.0,-0.95,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,9.58,2314.1,2314.1,2217.1,2275.3,-72.7,-3.1,1.82,5.44,205.0,1.43,-0.03,-4.69,156.0,4.26,-5.0,-0.21,-161,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,8.31,3035.0,3073.3,3034.4,3052.4,26.3,0.87,0.51,1.31,22.0,0.08,-0.03,-4.76,463.0,6.85,22.0,0.51,-441,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM-INDIA,6.5,1160.0,1160.0,1133.0,1148.3,5,0.44,-0.29,-0.94,0.0,0.0,-0.05,-10.2,106.0,9.61,-7.0,-1.29,-113,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,7.67,353.85,356.55,351.0,356.0,6.1,1.74,0.36,1,32.0,0.13,0.02,2.63,-89.0,-1.17,46.0,0.8,135,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUKRI,7.52,1233.05,1236.7,1207.85,1220.35,-27.6,-2.21,1.4,4.1,55.0,0.21,0.0,0.0,25.0,0.53,33.0,1.43,8,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC,6.86,94.25,94.36,94.01,94.11,0.4,0.43,-0.19,-0.55,6.0,0.04,0.0,0.0,3.0,0.09,14.0,0.87,11,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,4.39,1525.0,1531.6,1520.0,1524.0,0,0,-0.25,-1.2,60.0,0.34,0.0,0.0,28.0,0.4,3.0,0.08,-25,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,5.46,78.8,78.8,78.23,78.5,0.14,0.18,0.23,0.88,4.0,0.02,-0.01,-1.28,10.0,0.23,-19.0,-0.57,-29,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY,0.8,24407.5,24440.0,24405.5,24428.3,70.3,0.29,-0.29,-2.57,118.0,0.06,0.01,0.88,-2259.0,-0.36,5427.0,0.76,7686,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYNXT50,3.55,72725.0,73199.8,72725.0,73199.8,481.4,0.66,4.33,27.2,15.0,2.31,0.07,3.03,-1.0,-2.86,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC,5.67,85.51,85.6,85.24,85.52,0.14,0.16,-0.9,-3.36,4.0,0.01,0.0,0.0,15.0,0.25,9.0,0.19,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,4.02,345.1,348.25,345.1,347.6,1.65,0.48,0.27,1.43,-29.0,-0.04,0.01,1.47,-122.0,-0.77,32.0,0.3,154,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYKAA,7.17,336.0,337.9,335.55,337.4,2.9,0.87,1.15,3.53,54.0,0.39,-0.04,-6.06,110.0,6.87,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBEROIRLTY,5.71,1837.1,1837.1,1807.1,1827.4,8.4,0.46,-0.22,-0.81,-1.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSS,7.88,11110.0,11110.0,10925.0,11014.0,-175,-1.56,1.35,3.69,38.0,0.29,-0.01,-1.33,102.0,1.14,-15.0,-0.22,-117,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,6.02,457.6,457.6,453.5,453.65,-4.15,-0.91,0.51,1.77,8.0,0.07,0.0,0.0,3.0,0.14,2.0,0.14,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONGC,4.87,241.99,242.5,239.59,240.25,-1.93,-0.8,0.53,2.3,31.0,0.13,-0.01,-1.56,65.0,0.51,-27.0,-0.33,-92,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,6.39,41140.0,41145.0,40855.0,41045.0,70,0.17,-0.44,-1.46,1.0,0.01,0.0,0.0,-6.0,-0.32,-1.0,-0.09,5,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATANJALI,8.8,359.0,359.0,355.1,357.05,0.15,0.04,0.36,0.87,5.0,0.02,-0.01,-1.25,32.0,0.37,9.0,0.13,-23,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTM,7.28,1330.9,1348.2,1329.4,1346.0,9.7,0.73,-0.39,-1.12,15.0,0.06,0.0,0.0,37.0,0.34,11.0,0.17,-26,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSISTENT,9.06,5390.0,5425.0,5227.4,5323.6,-190.6,-3.46,1.69,4.04,549.0,1.9,-0.02,-3.28,444.0,4.07,58.0,0.88,-386,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,4.99,280.0,280.05,278.8,279.45,-0.95,-0.34,0.08,0.33,4.0,0.02,0.0,0.0,-7.0,-0.22,-2.0,-0.05,5,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC,5.77,424.5,426.55,423.8,426.35,2.6,0.61,0.22,0.81,-11.0,-0.03,0.0,0.0,11.0,0.15,59.0,1.17,48,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEL,10.23,621.0,625.8,615.0,624.8,8.05,1.31,0.83,1.73,-14.0,-0.12,0.01,1.16,-5.0,-0.13,10.0,0.29,15,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,5.81,1908.8,1908.8,1892.6,1898.8,2.2,0.12,-0.09,-0.32,3.0,0.03,0.0,0.0,5.0,0.15,2.0,0.09,-3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,5.47,1639.9,1639.9,1637.6,1637.6,1.1,0.07,0.24,0.93,0.0,0.0,0.0,0.0,4.0,0.17,3.0,0.25,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,6.92,2778.0,2782.7,2764.1,2765.0,-6.4,-0.23,-,-,17.0,0.11,0.01,1.19,1.0,0.04,8.0,0.35,7,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB,5.64,112.48,112.89,112.33,112.65,0.66,0.59,0.3,1.18,9.0,0.02,0.0,0.0,-43.0,-0.64,-12.0,-0.21,31,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,7.43,1030.5,1044.9,1030.5,1040.3,10.7,1.04,0.87,2.29,53.0,0.49,0.0,0.0,-9.0,-0.44,5.0,0.29,14,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLICYBZR,8.38,1600.0,1609.8,1596.3,1607.1,9,0.56,0.43,1.12,6.0,0.02,0.0,0.0,2.0,0.06,5.0,0.21,3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,5.98,8999.0,9062.0,8998.0,9062.0,115.5,1.29,-0.09,-0.35,-89.0,-0.47,0.02,3.51,-209.0,-2.29,26.0,0.5,235,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,4.57,286.5,286.75,285.5,286.4,0.95,0.33,0.81,4.01,11.0,0.05,-0.01,-1.02,40.0,0.58,19.0,0.28,-21,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,9.15,32315.0,32600.0,32205.0,32470.0,1040,3.31,1.83,4.35,278.0,1.26,0.04,3.48,-160.0,-2.37,73.0,0.94,233,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
